"Provider","Category","Sku","Tier","Region","RegionDisplay","Available"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_F64as_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F64as_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_F64s_v2","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_F72s_v2","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_F8","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8-2amds_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8-2ams_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8-4amds_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8-4ams_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80ads_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80alds_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80als_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80amds_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80ams_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F80as_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8ads_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_F8alds_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_F8als_v6","Standard","westeurope","West Europe","yes"
